No,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,Date_Time,Age_Bin,Day,Part_of_day,PROMO
341,chinese,male,thin,53,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,4,10,no,2015-11-15 09:58:59,52-55,Sunday,Morning,NO
342,malay,female,thin,48,no,no_kids,big,black,casual,red,short_sleeve,black,long,clothes,3,7,no,2015-11-15 09:58:59,48-51,Sunday,Morning,NO
343,indian,female,thin,36,no,no_kids,big,black,formal,red,long sleeve,black,long,blankets,3,7,no,2015-11-15 10:26:01,36-39,Sunday,Morning,NO
344,chinese,male,moderate,45,no,no_kids,big,red,casual,grey,short_sleeve,black,long,clothes,4,9,no,2015-11-15 10:49:03,44-47,Sunday,Morning,NO
345,chinese,male,fat,41,no,no_kids,big,green,casual,grey,short_sleeve,brown,short,clothes,5,9,yes,2015-11-15 10:53:52,40-43,Sunday,Morning,YES
346,malay,female,thin,54,yes,toddler,big,white,casual,black,long sleeve,black,long,clothes,6,8,no,2015-11-15 10:58:57,52-55,Sunday,Morning,NO
347,indian,male,thin,35,no,no_kids,big,green,casual,grey,short_sleeve,grey,long,blankets,3,8,yes,2015-11-15 10:58:57,32-35,Sunday,Morning,YES
348,indian,female,moderate,46,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,8,no,2015-11-15 11:25:15,44-47,Sunday,Morning,NO
349,indian,female,thin,53,yes,baby,big,red,casual,white,short_sleeve,black,long,clothes,4,8,no,2015-11-15 11:28:47,52-55,Sunday,Morning,NO
350,malay,female,fat,38,no,no_kids,big,red,casual,white,short_sleeve,black,long,clothes,6,10,no,2015-11-15 11:32:19,36-39,Sunday,Morning,NO
351,indian,male,moderate,39,no,no_kids,big,blue,casual,pink,short_sleeve,white,short,clothes,5,10,yes,2015-11-15 11:59:28,36-39,Sunday,Morning,NO
352,malay,female,fat,32,yes,toddler,big,red,traditional,white,long sleeve,black,long,clothes,3,10,no,2015-11-15 12:00:15,32-35,Sunday,Afternoon,NO
353,chinese,male,moderate,37,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,6,9,no,2015-11-15 12:19:53,36-39,Sunday,Afternoon,NO
354,indian,male,moderate,39,no,no_kids,big,orange,casual,white,short_sleeve,grey,short,blankets,5,8,no,2015-11-15 12:19:53,36-39,Sunday,Afternoon,YES
355,chinese,male,thin,53,no,no_kids,big,yellow,casual,black,short_sleeve,brown,long,clothes,5,7,no,2015-11-15 12:19:53,52-55,Sunday,Afternoon,NO
356,chinese,male,thin,48,yes,toddler,big,yellow,casual,black,short_sleeve,black,long,clothes,5,9,no,2015-11-15 12:52:04,48-51,Sunday,Afternoon,NO
357,malay,male,fat,50,yes,young,big,white,casual,brown,short_sleeve,blue,long,blankets,4,7,no,2015-11-15 13:11:03,48-51,Sunday,Afternoon,NO
358,indian,male,moderate,53,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,4,10,no,2015-11-15 13:37:39,52-55,Sunday,Afternoon,NO
359,malay,female,fat,49,no,no_kids,big,yellow,casual,purple,long sleeve,green,long,clothes,3,10,no,2015-11-15 13:38:37,48-51,Sunday,Afternoon,YES
360,indian,male,thin,41,yes,young,big,orange,formal,red,short_sleeve,grey,long,clothes,6,10,no,2015-11-15 13:56:02,40-43,Sunday,Afternoon,YES
361,indian,male,moderate,30,no,no_kids,big,white,casual,pink,short_sleeve,blue,long,blankets,5,8,yes,2015-11-15 13:56:27,28-31,Sunday,Afternoon,NO
362,foreigner,female,thin,54,yes,baby,big,white,casual,red,short_sleeve,black,long,blankets,6,8,no,2015-11-15 14:20:40,52-55,Sunday,Afternoon,NO
363,malay,male,thin,50,yes,young,big,blue,casual,white,short_sleeve,blue,long,clothes,4,8,no,2015-11-15 14:37:49,48-51,Sunday,Afternoon,NO
364,indian,female,fat,35,no,no_kids,big,blue,casual,blue,short_sleeve,blue,short,blankets,6,10,no,2015-11-15 14:49:07,32-35,Sunday,Afternoon,NO
365,indian,female,thin,46,no,no_kids,big,white,casual,red,short_sleeve,black,short,clothes,4,10,no,2015-11-15 14:49:07,44-47,Sunday,Afternoon,NO
366,indian,female,thin,51,no,no_kids,big,blue,casual,black,long sleeve,brown,long,clothes,3,7,no,2015-11-15 14:54:24,48-51,Sunday,Afternoon,NO
367,chinese,female,moderate,30,no,no_kids,big,blue,casual,white,short_sleeve,grey,long,blankets,3,7,no,2015-11-15 14:57:02,28-31,Sunday,Afternoon,NO
368,malay,female,moderate,46,yes,young,big,orange,casual,pink,short_sleeve,grey,long,clothes,3,7,no,2015-11-23 16:05:10,44-47,Monday,Afternoon,YES
369,malay,female,fat,42,yes,young,big,green,casual,white,short_sleeve,white,long,clothes,3,8,no,2015-11-23 16:09:19,40-43,Monday,Afternoon,NO
370,malay,male,moderate,54,yes,toddler,big,pink,casual,blue,short_sleeve,blue,long,clothes,4,7,no,2015-11-23 16:35:09,52-55,Monday,Afternoon,NO
371,malay,female,fat,54,yes,young,big,red,casual,brown,long sleeve,blue,long,clothes,6,10,no,2015-11-23 17:17:00,52-55,Monday,Afternoon,NO
372,indian,male,moderate,48,no,no_kids,big,yellow,casual,yellow,short_sleeve,black,long,clothes,4,7,no,2015-11-23 17:34:57,48-51,Monday,Afternoon,YES
373,indian,male,moderate,46,no,no_kids,big,pink,casual,blue,short_sleeve,blue,long,blankets,3,8,no,2015-11-23 17:36:07,44-47,Monday,Afternoon,NO
374,chinese,male,fat,45,no,no_kids,big,green,casual,black,short_sleeve,blue,long,clothes,5,10,no,2015-11-23 17:48:01,44-47,Monday,Afternoon,NO
375,malay,female,moderate,45,no,no_kids,small,white,formal,brown,long sleeve,blue,long,clothes,4,9,no,2015-11-23 17:48:01,44-47,Monday,Afternoon,NO
376,foreigner,female,thin,47,no,no_kids,big,black,traditional,black,long sleeve,black,long,clothes,4,8,no,2015-11-23 19:14:05,44-47,Monday,Evening,NO
377,foreigner,female,thin,36,no,no_kids,big,red,traditional,black,long sleeve,black,long,clothes,5,9,no,2015-11-23 19:14:05,36-39,Monday,Evening,NO
378,chinese,male,fat,32,no,no_kids,big,green,casual,black,short_sleeve,white,short,clothes,4,7,yes,2015-11-23 19:21:16,32-35,Monday,Evening,NO
379,indian,male,moderate,30,no,no_kids,big,green,casual,black,short_sleeve,brown,short,clothes,6,7,no,2015-11-23 20:06:27,28-31,Monday,Evening,NO
380,indian,male,fat,51,no,no_kids,big,white,casual,green,short_sleeve,green,long,clothes,6,10,no,2015-11-23 20:09:49,48-51,Monday,Evening,NO
381,indian,male,thin,33,no,no_kids,big,pink,casual,blue,short_sleeve,grey,short,clothes,4,10,no,2015-11-23 20:09:49,32-35,Monday,Evening,YES
382,malay,female,moderate,28,no,no_kids,big,white,casual,brown,long sleeve,black,long,clothes,3,7,no,2015-11-23 20:09:49,28-31,Monday,Evening,NO
383,chinese,male,thin,50,no,no_kids,big,green,casual,white,short_sleeve,brown,short,clothes,5,9,yes,2015-11-23 20:11:02,48-51,Monday,Evening,NO
384,indian,male,fat,53,no,no_kids,big,red,casual,white,short_sleeve,black,long,clothes,4,10,no,2015-11-23 20:43:44,52-55,Monday,Evening,NO
385,foreigner,male,fat,44,no,no_kids,big,white,casual,orange,short_sleeve,brown,short,blankets,3,10,no,2015-11-23 20:47:06,44-47,Monday,Evening,YES
386,malay,female,thin,33,no,no_kids,big,red,traditional,red,long sleeve,purple,long,clothes,4,8,yes,2015-11-23 20:47:06,32-35,Monday,Evening,YES
387,malay,female,thin,45,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,6,7,no,2015-11-23 20:47:06,44-47,Monday,Evening,NO
388,chinese,male,thin,33,yes,young,big,red,casual,orange,short_sleeve,blue,short,clothes,3,8,yes,2015-11-23 20:51:47,32-35,Monday,Evening,NO
389,indian,male,moderate,47,no,no_kids,big,red,casual,white,short_sleeve,black,long,blankets,4,8,no,2015-11-23 22:16:27,44-47,Monday,Evening,NO
390,chinese,male,thin,31,no,no_kids,big,red,casual,white,short_sleeve,blue,long,clothes,5,7,no,2015-11-23 22:52:37,28-31,Monday,Evening,NO
391,indian,male,fat,44,no,no_kids,big,red,casual,brown,short_sleeve,blue,long,clothes,5,8,no,2015-11-23 22:56:54,44-47,Monday,Evening,NO
392,foreigner,female,fat,36,no,no_kids,big,blue,casual,grey,short_sleeve,blue,long,clothes,6,10,no,2015-11-23 22:56:54,36-39,Monday,Evening,NO
393,indian,male,fat,50,no,no_kids,big,pink,casual,green,short_sleeve,black,short,blankets,6,8,no,2015-11-23 23:05:54,48-51,Monday,Evening,YES
394,indian,male,moderate,53,no,no_kids,big,red,casual,blue,short_sleeve,red,short,clothes,5,7,no,2015-11-23 23:22:38,52-55,Monday,Evening,NO
395,indian,male,moderate,33,no,no_kids,big,white,casual,green,short_sleeve,black,long,clothes,3,7,yes,2015-11-23 23:22:38,32-35,Monday,Evening,NO
396,chinese,male,fat,45,no,no_kids,big,red,casual,brown,short_sleeve,blue,long,clothes,3,9,no,2015-11-23 23:29:33,44-47,Monday,Evening,NO
397,chinese,male,thin,50,yes,young,big,blue,formal,white,long sleeve,black,short,blankets,5,7,yes,2015-11-24 07:38:23,48-51,Tuesday,Morning,NO
398,foreigner,female,fat,36,no,no_kids,big,blue,casual,blue,short_sleeve,black,long,clothes,4,8,no,2015-11-24 09:07:40,36-39,Tuesday,Morning,NO
399,indian,female,moderate,49,no,no_kids,big,blue,casual,red,short_sleeve,black,long,clothes,6,10,no,2015-11-24 10:49:42,48-51,Tuesday,Morning,NO
400,chinese,male,fat,55,no,no_kids,big,black,casual,orange,long sleeve,black,short,clothes,4,10,no,2015-11-24 10:49:42,52-55,Tuesday,Morning,NO
401,indian,male,fat,44,no,no_kids,big,white,casual,blue,short_sleeve,black,long,blankets,4,8,no,2015-11-24 11:20:14,44-47,Tuesday,Morning,NO
402,indian,female,fat,45,no,no_kids,big,pink,traditional,white,short_sleeve,white,long,clothes,4,10,no,2015-11-24 11:26:29,44-47,Tuesday,Morning,YES
403,chinese,female,fat,37,no,no_kids,big,blue,casual,red,short_sleeve,purple,long,clothes,4,9,no,2015-11-24 12:25:41,36-39,Tuesday,Afternoon,NO
404,indian,male,fat,55,no,no_kids,big,blue,casual,black,short_sleeve,blue,short,blankets,5,10,no,2015-11-24 12:49:01,52-55,Tuesday,Afternoon,NO
405,indian,male,thin,54,no,no_kids,big,green,casual,white,short_sleeve,black,long,clothes,4,8,no,2015-11-24 14:40:25,52-55,Tuesday,Afternoon,NO
406,indian,male,moderate,30,no,no_kids,big,white,formal,white,short_sleeve,black,long,clothes,4,9,yes,2015-11-24 16:03:37,28-31,Tuesday,Afternoon,NO
407,chinese,male,moderate,54,no,no_kids,big,black,casual,green,short_sleeve,black,long,clothes,4,9,no,2015-11-24 16:45:13,52-55,Tuesday,Afternoon,NO
408,indian,male,thin,40,no,no_kids,big,red,casual,grey,short_sleeve,black,long,clothes,5,8,no,2015-11-24 20:13:57,40-43,Tuesday,Evening,NO
409,indian,male,fat,34,no,no_kids,big,green,casual,green,short_sleeve,brown,long,clothes,5,7,no,2015-11-24 20:13:57,32-35,Tuesday,Evening,NO
410,chinese,male,fat,35,no,no_kids,big,white,formal,white,long sleeve,black,long,clothes,5,9,yes,2015-11-24 20:44:29,32-35,Tuesday,Evening,NO
411,indian,male,fat,40,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,3,10,yes,2015-11-24 21:30:58,40-43,Tuesday,Evening,NO
412,foreigner,male,moderate,39,yes,baby,big,red,casual,orange,short_sleeve,black,long,clothes,6,9,no,2015-11-24 22:08:41,36-39,Tuesday,Evening,NO
413,indian,female,moderate,43,no,no_kids,big,green,casual,orange,short_sleeve,red,short,clothes,5,9,no,2015-11-24 22:35:22,40-43,Tuesday,Evening,YES
414,indian,female,moderate,44,no,no_kids,big,blue,formal,green,short_sleeve,black,long,clothes,4,8,no,2015-11-24 22:35:22,44-47,Tuesday,Evening,NO
415,indian,female,thin,40,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,3,7,no,2015-11-25 14:11:15,40-43,Wednesday,Afternoon,NO
416,chinese,male,fat,52,no,no_kids,big,white,casual,brown,short_sleeve,white,short,clothes,4,7,no,2015-11-25 14:11:15,52-55,Wednesday,Afternoon,NO
417,indian,female,fat,39,no,no_kids,big,white,casual,blue,short_sleeve,black,short,clothes,4,9,no,2015-11-25 15:27:34,36-39,Wednesday,Afternoon,NO
418,indian,male,thin,53,no,no_kids,big,white,casual,black,short_sleeve,brown,short,clothes,6,10,no,2015-11-25 16:35:21,52-55,Wednesday,Afternoon,NO
419,indian,male,fat,31,no,no_kids,big,red,casual,black,short_sleeve,black,long,clothes,5,9,no,2015-11-25 16:35:21,28-31,Wednesday,Afternoon,NO
420,chinese,male,moderate,32,no,no_kids,big,red,casual,white,short_sleeve,white,short,clothes,4,8,no,2015-11-25 16:35:21,32-35,Wednesday,Afternoon,NO
421,foreigner,male,thin,53,no,no_kids,big,green,casual,blue,short_sleeve,black,long,clothes,5,10,no,2015-11-25 17:08:33,52-55,Wednesday,Afternoon,NO
422,chinese,female,thin,41,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,5,7,no,2015-11-25 17:08:33,40-43,Wednesday,Afternoon,NO
423,foreigner,female,thin,41,no,no_kids,big,red,casual,red,short_sleeve,orange,long,clothes,4,8,no,2015-11-25 18:07:55,40-43,Wednesday,Evening,NO
424,chinese,male,thin,36,no,no_kids,big,blue,casual,white,short_sleeve,blue,short,clothes,6,10,no,2015-11-25 21:25:02,36-39,Wednesday,Evening,NO
425,chinese,male,thin,49,no,no_kids,big,blue,casual,purple,short_sleeve,black,short,blankets,5,8,no,2015-11-25 21:25:02,48-51,Wednesday,Evening,NO
426,indian,female,moderate,50,no,no_kids,big,blue,casual,black,short_sleeve,blue,short,clothes,3,9,yes,2015-11-25 21:58:23,48-51,Wednesday,Evening,NO
427,indian,male,fat,32,no,no_kids,big,white,casual,black,short_sleeve,blue,short,clothes,5,8,no,2015-11-25 21:58:23,32-35,Wednesday,Evening,NO
428,chinese,female,moderate,53,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no,2015-11-25 21:59:20,52-55,Wednesday,Evening,NO
429,indian,male,fat,40,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,6,10,no,2015-11-25 22:30:03,40-43,Wednesday,Evening,NO
430,chinese,male,thin,49,no,no_kids,big,white,casual,blue,short_sleeve,black,short,clothes,3,7,no,2015-11-25 22:30:03,48-51,Wednesday,Evening,NO
431,foreigner,female,thin,47,no,no_kids,big,red,casual,white,long sleeve,black,long,clothes,6,8,no,2015-11-25 22:33:38,44-47,Wednesday,Evening,NO
432,chinese,female,moderate,37,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,5,7,no,2015-11-25 22:33:38,36-39,Wednesday,Evening,YES
433,indian,female,fat,49,yes,young,big,black,casual,black,short_sleeve,blue,long,clothes,5,7,no,2015-11-25 22:41:24,48-51,Wednesday,Evening,NO
434,chinese,male,moderate,44,no,no_kids,big,white,casual,grey,short_sleeve,black,short,clothes,6,9,no,2015-11-25 23:00:39,44-47,Wednesday,Evening,NO
435,foreigner,female,moderate,28,no,no_kids,big,red,casual,white,short_sleeve,purple,short,clothes,4,7,no,2015-11-26 01:15:45,28-31,Thursday,Early Morning,NO
436,foreigner,female,thin,47,no,no_kids,big,red,casual,brown,short_sleeve,pink,short,clothes,5,9,no,2015-11-26 01:15:45,44-47,Thursday,Early Morning,YES
437,indian,female,thin,45,no,no_kids,big,blue,casual,white,short_sleeve,black,long,clothes,6,10,no,2015-11-26 01:41:18,44-47,Thursday,Early Morning,NO
438,chinese,male,thin,51,no,no_kids,big,green,casual,orange,short_sleeve,black,long,clothes,4,9,no,2015-11-26 03:53:40,48-51,Thursday,Early Morning,NO
439,foreigner,male,moderate,48,no,no_kids,small,white,casual,white,short_sleeve,green,long,clothes,5,10,no,2015-11-26 07:19:32,48-51,Thursday,Morning,NO
440,indian,male,fat,37,no,no_kids,big,blue,casual,grey,short_sleeve,black,long,clothes,4,8,yes,2015-11-26 09:05:04,36-39,Thursday,Morning,NO
441,foreigner,male,moderate,33,no,no_kids,big,white,casual,white,short_sleeve,brown,long,clothes,6,8,no,2015-11-26 09:05:04,32-35,Thursday,Morning,NO
442,indian,male,moderate,46,no,no_kids,big,black,casual,black,short_sleeve,grey,short,clothes,5,8,no,2015-11-26 10:37:00,44-47,Thursday,Morning,NO
443,chinese,male,thin,28,no,no_kids,big,white,casual,green,short_sleeve,black,long,clothes,5,8,no,2015-11-26 10:37:00,28-31,Thursday,Morning,NO
444,indian,male,moderate,40,yes,young,big,green,casual,white,short_sleeve,black,long,clothes,6,7,no,2015-11-26 12:28:12,40-43,Thursday,Afternoon,NO
445,indian,female,fat,35,no,no_kids,big,blue,casual,brown,short_sleeve,black,short,clothes,4,10,no,2015-11-26 16:46:45,32-35,Thursday,Afternoon,NO
446,foreigner,female,moderate,36,no,no_kids,big,yellow,casual,purple,short_sleeve,white,short,clothes,5,7,no,2015-11-26 18:07:14,36-39,Thursday,Evening,YES
447,indian,male,fat,41,no,no_kids,big,yellow,casual,orange,short_sleeve,black,long,blankets,4,7,no,2015-11-26 19:08:56,40-43,Thursday,Evening,YES
448,indian,female,moderate,34,no,no_kids,big,blue,casual,yellow,short_sleeve,black,long,clothes,3,7,no,2015-11-26 19:09:25,32-35,Thursday,Evening,NO
449,chinese,male,fat,29,no,no_kids,big,blue,casual,grey,short_sleeve,brown,short,clothes,3,7,no,2015-11-26 19:30:30,28-31,Thursday,Evening,NO
450,chinese,male,moderate,43,no,no_kids,big,brown,casual,blue,short_sleeve,red,short,clothes,5,10,no,2015-11-26 22:37:33,40-43,Thursday,Evening,NO
451,malay,female,moderate,32,no,no_kids,big,blue,casual,black,long sleeve,black,long,clothes,3,7,no,2015-11-26 22:46:40,32-35,Thursday,Evening,NO
452,foreigner,male,moderate,44,no,no_kids,big,purple,casual,grey,short_sleeve,black,long,clothes,6,10,no,2015-11-26 23:04:09,44-47,Thursday,Evening,NO
453,chinese,female,thin,47,no,no_kids,big,white,formal,red,long sleeve,blue,long,clothes,6,8,yes,2015-11-26 23:13:56,44-47,Thursday,Evening,NO
454,indian,male,moderate,45,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,3,7,no,2015-11-26 23:21:09,44-47,Thursday,Evening,NO
455,malay,female,fat,45,no,no_kids,big,blue,casual,brown,short_sleeve,black,long,clothes,4,10,no,2015-11-26 23:32:17,44-47,Thursday,Evening,NO
456,malay,female,thin,54,no,no_kids,big,red,casual,grey,long sleeve,black,long,clothes,4,9,no,2015-11-26 23:32:17,52-55,Thursday,Evening,NO
457,chinese,male,moderate,49,no,no_kids,small,green,casual,orange,short_sleeve,blue,short,clothes,4,10,no,2015-11-27 08:26:31,48-51,Friday,Morning,YES
458,malay,female,thin,34,no,no_kids,big,grey,casual,white,short_sleeve,black,long,clothes,3,8,no,2015-11-27 08:45:29,32-35,Friday,Morning,NO
459,indian,male,thin,44,no,no_kids,big,green,formal,white,short_sleeve,blue,long,clothes,4,9,no,2015-11-27 08:55:52,44-47,Friday,Morning,NO
460,chinese,female,moderate,53,no,no_kids,big,white,casual,brown,short_sleeve,blue,short,clothes,4,7,no,2015-11-27 08:55:52,52-55,Friday,Morning,NO
461,indian,male,thin,33,no,no_kids,big,red,casual,red,short_sleeve,red,long,clothes,6,8,no,2015-11-27 09:15:51,32-35,Friday,Morning,NO
462,indian,male,fat,36,no,no_kids,big,red,casual,red,short_sleeve,green,short,clothes,5,10,no,2015-11-27 09:15:51,36-39,Friday,Morning,NO
463,indian,male,thin,53,no,no_kids,big,purple,casual,white,short_sleeve,red,short,clothes,6,10,no,2015-11-27 09:15:51,52-55,Friday,Morning,NO
464,malay,female,moderate,47,no,no_kids,big,white,casual,orange,short_sleeve,blue,long,clothes,6,10,no,2015-11-27 10:22:32,44-47,Friday,Morning,NO
465,foreigner,male,thin,34,no,no_kids,big,white,casual,black,short_sleeve,green,long,clothes,6,10,no,2015-11-27 11:35:02,32-35,Friday,Morning,NO
466,foreigner,female,moderate,54,no,no_kids,big,white,casual,pink,long sleeve,blue,long,clothes,4,9,no,2015-11-27 11:35:02,52-55,Friday,Morning,NO
467,chinese,male,moderate,52,no,no_kids,big,yellow,traditional,grey,long sleeve,black,long,blankets,4,8,yes,2015-11-27 12:25:06,52-55,Friday,Afternoon,YES
468,indian,male,moderate,40,no,no_kids,small,yellow,formal,red,short_sleeve,blue,long,clothes,5,9,no,2015-11-27 12:37:20,40-43,Friday,Afternoon,YES
469,chinese,male,thin,38,yes,toddler,big,blue,casual,red,short_sleeve,brown,long,clothes,4,7,no,2015-11-27 12:48:06,36-39,Friday,Afternoon,NO
470,chinese,female,fat,53,no,no_kids,big,red,casual,brown,long sleeve,red,long,clothes,3,9,no,2015-11-27 13:25:50,52-55,Friday,Afternoon,NO
471,indian,female,thin,30,no,no_kids,big,blue,casual,blue,short_sleeve,purple,short,clothes,5,9,no,2015-11-27 13:28:59,28-31,Friday,Afternoon,NO
472,indian,female,moderate,49,no,no_kids,big,blue,casual,green,short_sleeve,black,long,clothes,5,8,no,2015-11-27 14:33:44,48-51,Friday,Afternoon,NO
473,indian,male,moderate,41,no,no_kids,big,white,casual,blue,short_sleeve,black,long,blankets,4,10,no,2015-11-27 14:48:42,40-43,Friday,Afternoon,NO
474,indian,male,moderate,53,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,6,7,no,2015-11-27 14:48:42,52-55,Friday,Afternoon,NO
475,chinese,female,moderate,32,no,no_kids,big,blue,casual,brown,long sleeve,black,long,blankets,3,7,no,2015-11-27 14:48:42,32-35,Friday,Afternoon,NO
476,chinese,male,moderate,35,no,no_kids,big,white,casual,yellow,short_sleeve,black,long,clothes,3,9,no,2015-11-27 15:25:31,32-35,Friday,Afternoon,NO
477,foreigner,male,moderate,37,no,no_kids,big,blue,casual,green,short_sleeve,black,long,blankets,6,8,yes,2015-11-27 15:25:31,36-39,Friday,Afternoon,NO
478,chinese,male,thin,53,no,no_kids,big,white,casual,blue,short_sleeve,black,long,clothes,3,8,yes,2015-11-27 15:25:31,52-55,Friday,Afternoon,NO
479,chinese,male,thin,53,no,no_kids,big,white,casual,blue,short_sleeve,black,long,clothes,6,8,no,2015-11-27 16:58:42,52-55,Friday,Afternoon,NO
480,chinese,male,thin,53,no,no_kids,big,orange,casual,white,short_sleeve,blue,long,blankets,6,8,yes,2015-11-27 16:58:42,52-55,Friday,Afternoon,NO
481,chinese,male,thin,43,no,no_kids,big,red,casual,black,short_sleeve,grey,short,clothes,5,9,no,2015-11-27 17:03:52,40-43,Friday,Afternoon,NO
482,foreigner,male,moderate,32,no,no_kids,big,red,casual,white,short_sleeve,blue,long,blankets,3,7,no,2015-11-27 17:25:34,32-35,Friday,Afternoon,NO
483,chinese,male,thin,28,no,no_kids,big,red,casual,black,short_sleeve,black,short,blankets,6,9,yes,2015-11-27 17:30:51,28-31,Friday,Afternoon,NO
484,indian,female,moderate,42,no,no_kids,big,white,casual,white,short_sleeve,black,long,blankets,3,7,no,2015-11-27 17:30:51,40-43,Friday,Afternoon,NO
485,indian,female,moderate,47,no,no_kids,big,black,casual,black,short_sleeve,green,short,blankets,3,7,no,2015-11-27 17:30:51,44-47,Friday,Afternoon,NO
486,malay,female,thin,29,no,no_kids,big,pink,traditional,black,long sleeve,black,long,blankets,3,10,no,2015-11-27 17:59:15,28-31,Friday,Afternoon,YES
487,indian,male,fat,50,no,no_kids,big,white,casual,white,short_sleeve,grey,short,clothes,5,10,no,2015-11-27 18:05:15,48-51,Friday,Evening,NO
488,indian,female,moderate,28,no,no_kids,big,green,casual,white,long sleeve,black,long,blankets,3,7,no,2015-11-27 18:05:15,28-31,Friday,Evening,NO
489,chinese,male,thin,49,no,no_kids,big,white,formal,white,short_sleeve,black,long,clothes,4,10,no,2015-11-27 18:40:46,48-51,Friday,Evening,NO
490,chinese,female,moderate,45,no,no_kids,big,black,casual,black,short_sleeve,grey,long,clothes,6,7,no,2015-11-27 18:40:46,44-47,Friday,Evening,NO
491,chinese,male,thin,48,no,no_kids,big,blue,casual,white,short_sleeve,blue,long,blankets,3,9,yes,2015-11-27 18:52:40,48-51,Friday,Evening,NO
492,indian,female,thin,38,no,no_kids,big,brown,casual,black,short_sleeve,grey,long,blankets,6,9,no,2015-11-27 19:20:57,36-39,Friday,Evening,NO
493,chinese,male,moderate,49,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,4,8,no,2015-11-27 19:20:57,48-51,Friday,Evening,NO
494,foreigner,male,moderate,35,no,no_kids,big,red,casual,red,long sleeve,black,long,clothes,4,7,no,2015-11-27 20:08:45,32-35,Friday,Evening,NO
495,foreigner,female,fat,32,no,no_kids,big,white,casual,white,long sleeve,red,long,clothes,3,10,no,2015-11-27 20:08:45,32-35,Friday,Evening,NO
496,indian,female,thin,47,no,no_kids,big,grey,casual,black,short_sleeve,black,long,clothes,4,9,no,2015-11-27 20:29:06,44-47,Friday,Evening,NO
497,indian,female,fat,51,no,no_kids,big,pink,casual,white,short_sleeve,black,long,clothes,5,8,no,2015-11-27 20:30:58,48-51,Friday,Evening,NO
498,chinese,female,thin,46,no,no_kids,big,brown,casual,white,short_sleeve,blue,long,clothes,6,9,no,2015-11-27 20:42:26,44-47,Friday,Evening,NO
499,foreigner,female,thin,41,yes,young,big,purple,casual,white,short_sleeve,blue,long,clothes,3,10,no,2015-11-27 20:44:46,40-43,Friday,Evening,NO
500,chinese,female,moderate,28,yes,young,big,red,casual,black,short_sleeve,black,long,clothes,5,7,yes,2015-11-27 21:03:10,28-31,Friday,Evening,NO
501,foreigner,female,fat,36,yes,young,big,white,traditional,blue,long sleeve,blue,long,clothes,3,8,no,2015-11-27 21:10:54,36-39,Friday,Evening,NO
502,malay,female,fat,51,yes,toddler,big,pink,casual,red,short_sleeve,black,long,blankets,5,10,yes,2015-11-27 21:15:59,48-51,Friday,Evening,NO
503,malay,female,fat,29,yes,young,big,pink,traditional,grey,long sleeve,grey,long,blankets,6,9,yes,2015-11-27 21:15:59,28-31,Friday,Evening,YES
504,chinese,male,moderate,44,no,no_kids,big,red,casual,yellow,short_sleeve,blue,long,clothes,6,8,no,2015-11-27 21:15:59,44-47,Friday,Evening,NO
505,indian,male,fat,31,no,no_kids,big,red,casual,blue,short_sleeve,black,long,clothes,3,8,yes,2015-11-27 21:15:59,28-31,Friday,Evening,NO
506,indian,female,fat,52,yes,young,big,red,casual,white,short_sleeve,black,long,blankets,4,10,no,2015-11-27 21:27:10,52-55,Friday,Evening,NO
507,malay,female,moderate,32,yes,toddler,big,pink,casual,black,short_sleeve,black,long,clothes,3,10,no,2015-11-27 21:27:10,32-35,Friday,Evening,NO
508,indian,female,thin,32,no,no_kids,big,white,casual,white,short_sleeve,blue,long,clothes,3,8,yes,2015-11-27 21:27:10,32-35,Friday,Evening,NO
509,malay,female,thin,49,yes,young,big,red,casual,red,long sleeve,black,long,blankets,3,7,no,2015-11-27 21:27:10,48-51,Friday,Evening,NO
510,malay,female,fat,28,yes,toddler,big,red,traditional,white,long sleeve,white,long,blankets,6,7,yes,2015-11-27 21:46:58,28-31,Friday,Evening,NO
511,malay,male,moderate,48,yes,young,big,red,casual,black,short_sleeve,grey,long,blankets,5,8,no,2015-11-27 21:46:58,48-51,Friday,Evening,NO
512,chinese,male,fat,35,no,no_kids,big,white,casual,black,short_sleeve,blue,long,blankets,3,7,yes,2015-11-27 22:01:50,32-35,Friday,Evening,NO
